Date,mean_sst,Date_30,Date_60,SST_D30,SST_D60,SST_meanPLD_30,SST_maxPLD_30,SST_minPLD_30,SST_meanPLD_60,SST_maxPLD_60,SST_minPLD_60,SST_meanPLD_early,mean_sst_spawnwin,up_33,up_36,up_33_30,up_36_30,up_33_60,up_36_60,up33_meanPLD_30,up33_meanPLD_60,up36_meanPLD_30,up36_meanPLD_60,up33_meanPLD_early,up36_meanPLD_early,chla,chla_60,chla_meanPLD_30,chla_meanPLD_60,Mean_NPP,NPP_D30,NPP_D60,NPP_meanPLD_30,NPP_meanPLD_60,NPP_maxPLD_30,NPP_maxPLD_60,NPP_meanPLD_early,cuti_34,beuit_34N,cuti_30,beuti_30,cuti_60,beuti_60,cuti_maxPLD_30,cuti_maxPLD_60,cuti_meanPLD_30,cuti_meanPLD_60,beuti_maxPLD_30,beuti_maxPLD_60,beuti_meanPLD_30,beuti_meanPLD_60,cuti_meanPLD_early,beuti_meanPLD_early,slh_anom,slh_30,slh_60,slh_maxPLD_30,slh_maxPLD_60,slh_meanPLD_30,slh_meanPLD_60,slh_meanPLD_early
6/29/2000,17.90469668,5/30/2000,4/30/2000,NA,11.89666667,15.60451203,18.46222222,13.52590278,14.16337358,18.46222222,11.71083333,12.6725407,14.07918017,137,112,272,428,51,74,116.2,132.6,106.4,130.2666667,149,154.1333333,0.416915942,36.2887587,1.44890507,4.610925964,889,1700,10868,1518.931034,4607.741379,2788,11232,7696.551724,0.181,0.076,1.157,3.355,0.016,0.125,1.287,2.511,0.279566667,0.409166667,4.953,22.237,0.755166667,2.120883333,0.538766667,3.4866,NA,NA,NA,NA,NA,NA,NA,NA
6/30/2000,18.13979167,5/31/2000,5/1/2000,14.25451389,12.13645833,15.73402129,18.46222222,13.52590278,14.26512499,18.46222222,11.71083333,12.74557709,14.29072917,150,216,159,227,106,114,115.9,133.3333333,106.0333333,131.9666667,150.7666667,157.9,0.610608935,14.33131016,1.424228844,4.016290135,934,1749,11232,1490.827586,4430.189655,2788,10796,7369.551724,0.58,0.662,0.378,1.133,0.661,4.438,1.287,2.511,0.2863,0.407816667,4.953,22.237,0.739466667,2.05795,0.529333333,3.376433333,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2000,18.07666667,6/1/2000,5/2/2000,14.42,12.48576389,15.85591018,18.46222222,13.52590278,14.35988605,18.46222222,11.71083333,12.81227489,14.74215278,148,215,80,57,183,147,118.1666667,132.75,111.3,133.1,147.3333333,154.9,0.610608935,16.84126823,1.399552619,3.787611781,2327,1659,9979,1513.862069,4298.258621,2788,10796,7082.655172,0.704,0.646,-0.322,-0.87,1.153,7.53,1.287,2.511,0.3205,0.400333333,4.953,22.237,0.79,1.943216667,0.480166667,3.096433333,NA,NA,NA,NA,NA,NA,NA,NA
7/2/2000,18.01381944,6/2/2000,5/3/2000,14.81305556,12.37291667,15.96260231,18.46222222,13.52590278,14.45549458,18.46222222,11.71083333,12.89641761,15.16461111,234,288,100,88,147,137,122.6333333,134.2,117.9666667,135.6166667,145.7666667,153.2666667,0.912950951,9.121415925,1.408764666,3.522139827,2454,1738,9694,1538.551724,4173.431034,2788,10796,6808.310345,1.171,1.066,0.095,0.238,0.759,4.987,1.287,2.511,0.356366667,0.4072,4.953,22.237,0.8176,1.877866667,0.458033333,2.938133333,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2000,18.03604167,6/3/2000,5/4/2000,15.48104167,12.43028156,16.04776897,18.46222222,13.52590278,14.55050746,18.46222222,11.71083333,13.00161624,15.52023025,263,299,105,104,123,191,127.9,136.5333333,124.4666667,137.4166667,145.1666667,150.3666667,1.245105059,5.39952858,1.427023052,3.390867979,2498,1736,8995,1564.827586,4061.413793,2788,10796,6558,1.27,1.412,0.457,1.102,0.258,1.656,1.287,2.511,0.383466667,0.424066667,4.953,22.237,0.827933333,1.8738,0.464666667,2.919666667,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2000,17.42833333,6/4/2000,5/5/2000,16.85444444,12.49729167,16.0668986,18.46222222,13.52590278,14.63408444,18.46222222,11.71083333,13.15186288,15.76602192,220,239,167,128,203,221,129.6666667,136.8166667,128.1666667,137.7166667,143.9666667,147.2666667,1.316938346,9.387729637,1.435076678,3.322824808,2471,1752,8922,1589.62069,3950.189655,2788,10796,6310.758621,1.039,0.743,0.707,1.798,0.081,0.55,1.287,2.511,0.394533333,0.440033333,4.953,22.237,0.792766667,1.877016667,0.485533333,2.961266667,NA,NA,NA,NA,NA,NA,NA,NA
7/5/2000,17.01152778,6/5/2000,5/6/2000,16.03260959,12.595625,16.09952921,18.46222222,13.52590278,14.70893025,18.46222222,11.71083333,13.27037959,15.81763643,203,180,157,106,215,109,131.2,136.6166667,130.6333333,138.9,142.0333333,147.1666667,1.643994773,5.662698931,1.444817389,3.193762561,2445,1708,9429,1615.034483,3829.775862,2788,10796,6044.517241,0.539,0.409,0.806,2.265,0.279,1.905,1.287,2.511,0.385633333,0.444366667,4.953,22.237,0.7309,1.852083333,0.5031,2.973266667,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2000,15.11569444,6/6/2000,5/7/2000,15.64895833,12.70576389,16.08175375,18.46222222,13.52590278,14.74977653,18.46222222,11.71083333,13.37186906,15.60978921,172,140,116,98,180,28,133.0666667,136.4833333,132.0333333,140.7666667,139.9,149.5,1.734746364,7.2498675,1.467850097,3.128296684,4499,1955,8391,1702.758621,3762.672414,4499,10796,5822.586207,0.455,0.313,0.387,1.296,0.468,3.25,1.287,2.511,0.3879,0.44415,4.953,22.237,0.698133333,1.803133333,0.5004,2.908133333,NA,NA,NA,NA,NA,NA,NA,NA
7/7/2000,15.35744985,6/7/2000,5/8/2000,15.07112811,12.59194444,16.0912978,18.46222222,13.52590278,14.7966495,18.46222222,11.71083333,13.45735815,15.10613643,181,115,170,98,233,139,133.4333333,135.6166667,132.6,140.3666667,137.8,148.1333333,2.985486589,4.024411672,1.474987488,3.057223669,4523,1952,8475,1791.413793,3694.534483,4523,10796,5597.655172,0.444,0.258,0.209,0.718,0.312,2.072,1.287,2.511,0.395733333,0.44635,4.953,22.237,0.6828,1.7729,0.496966667,2.863,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2000,15.31604167,6/8/2000,5/9/2000,14.44180556,12.41,16.12043901,18.46222222,13.52590278,14.84590444,18.46222222,11.71083333,13.52742041,14.70580896,167,143,246,252,205,166,130.8,134.9833333,128.9666667,139.9833333,139.1666667,151,2.735637336,12.02606542,1.527873918,3.035744097,4518,1855,8525,1883.241379,3625.448276,4523,10796,5367.655172,0.931,0.408,0.635,2.19,1.649,10.531,1.287,2.511,0.4056,0.434383333,4.953,22.237,0.6234,1.604183333,0.463166667,2.584966667,NA,NA,NA,NA,NA,NA,NA,NA
7/9/2000,15.64965278,6/9/2000,5/10/2000,14.33618056,12.04131944,16.16422142,18.46222222,13.52590278,14.90706263,18.46222222,11.71083333,13.60655355,14.28146173,167,125,226,173,392,349,128.8333333,131.2333333,127.3666667,136.25,133.6333333,145.1333333,2.282482833,5.40686708,1.55044399,2.873351054,4493,1840,8267,1974.724138,3560.37931,4523,10796,5146.034483,0.676,0.338,1.287,4.953,2.014,14.477,1.27,2.511,0.385233333,0.412083333,3.627,22.237,0.469566667,1.368533333,0.438933333,2.2675,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2000,15.75895833,6/10/2000,5/11/2000,14.03097222,11.71083333,16.22182095,18.46222222,13.52590278,14.97567492,18.46222222,11.79645833,13.68655834,13.97241667,129,92,196,274,303,231,126.6,128.3333333,121.3,133.9333333,130.0666667,146.5666667,NA,NA,NA,NA,3577,1893,7956,2032.793103,3484.87931,4523,10796,4936.965517,0.049,0.025,1.054,3.627,2.511,22.237,1.27,1.598,0.351733333,0.37105,2.01,10.964,0.3495,0.998333333,0.390366667,1.647166667,NA,NA,NA,NA,NA,NA,NA,NA
7/11/2000,15.88909722,6/11/2000,5/12/2000,13.52722222,11.95646112,16.30055012,18.46222222,13.52590278,15.04232977,18.46222222,11.79645833,13.74072252,13.89238808,80,32,131,236,68,59,124.9,128.5333333,114.5,133.4833333,132.1666667,152.4666667,0.299916256,10.58315789,1.46429933,2.788235207,2048,2567,9356,2014.896552,3358.87931,4523,10796,4702.862069,-0.065,-0.029,0.62,2,0.338,3.234,1.27,1.598,0.3289,0.364333333,2.01,10.964,0.281866667,0.94395,0.399766667,1.606033333,NA,NA,NA,NA,NA,NA,NA,NA
7/12/2000,16.18868056,6/12/2000,5/13/2000,13.52590278,11.79645833,16.38930938,18.46222222,13.66652778,15.11677422,18.46222222,12.07479167,13.80035853,13.75845752,91,24,82,201,84,6,125.2,128.65,108.6,133.7833333,132.1,158.9666667,0.996438462,10.58315789,1.441306264,2.644164717,2058,2642,9374,1994.758621,3232.741379,4523,10796,4470.724138,0.014,0.003,0.714,2.01,-0.201,-1.763,1.27,1.598,0.305566667,0.367916667,1.412,10.964,0.214966667,0.973383333,0.430266667,1.7318,NA,NA,NA,NA,NA,NA,NA,NA
7/13/2000,17.30784722,6/13/2000,5/14/2000,14.04166262,12.07479167,16.4981822,18.46222222,13.66652778,15.20547007,18.46222222,12.29798611,13.86818167,13.71427697,120,82,44,73,60,-23,127.7333333,129.65,108.9,135.5333333,131.5666667,162.1666667,1.007770753,10.58315789,1.355479903,2.484574931,2027,2788,9041,1968.517241,3111.810345,4523,10796,4255.103448,0.373,0.05,0.121,0.302,-0.725,-6.026,1.27,1.598,0.313966667,0.386216667,1.412,10.964,0.206566667,1.07465,0.458466667,1.942733333,NA,NA,NA,NA,NA,NA,NA,NA
7/14/2000,18.18694444,6/14/2000,5/15/2000,13.66652778,12.29798611,16.64886275,18.46222222,13.81006944,15.30528293,18.46222222,12.34402778,13.91537276,14.02505475,164,145,35,8,127,24,132.0333333,130.2666667,113.4666667,137.55,128.5,161.6333333,1.888309232,4.721113149,0.995907848,2.339660787,1957,2650,9753,1944.62069,2977.396552,4523,10796,4010.172414,0.809,0.091,-0.043,-0.05,-0.266,-2.019,1.27,1.598,0.342366667,0.404133333,1.412,10.964,0.211266667,1.109816667,0.4659,2.008366667,NA,NA,NA,NA,NA,NA,NA,NA
7/15/2000,17.49846227,6/15/2000,5/16/2000,13.81006944,12.95694444,16.77180918,18.46222222,14.6275,15.38225781,18.46222222,12.34402778,13.94479086,14.24537419,181,174,143,50,173,176,133.3,130.4,117.6,137.5166667,127.5,157.4333333,0.567732083,4.721113149,0.969330674,2.172737023,1937,2444,9711,1927.137931,2843.362069,4523,10796,3759.586207,0.747,0.143,0.031,0.039,0.691,4.782,1.27,1.598,0.366233333,0.405066667,1.412,10.964,0.214733333,1.0325,0.4439,1.850266667,NA,NA,NA,NA,NA,NA,NA,NA
7/16/2000,17.64465278,6/16/2000,5/17/2000,15.08111111,13.17138889,16.85726057,18.46222222,14.6275,15.45807584,18.46222222,12.34402778,14.01064335,14.46227778,175,151,109,33,250,285,135.5,129.15,121.5333333,135.2833333,122.8,149.0333333,2.735071261,8.216468653,1.041556798,2.139636325,3301,718,9645,2016.206897,2733.982759,4523,10796,3451.758621,0.602,0.263,-0.101,-0.126,1.484,10.964,1.27,1.598,0.389666667,0.390366667,1.412,7.894,0.2277,0.85415,0.391066667,1.4806,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2000,17.30479167,6/17/2000,5/18/2000,14.6275,12.73798611,16.94650363,18.46222222,15.11569444,15.53547932,18.46222222,12.34402778,14.07579901,14.96498611,178,161,36,23,89,134,140.2333333,130.6333333,126.1333333,135.7333333,121.0333333,145.3333333,1.41605057,NA,1.069815567,2.084551949,4004,797,9812,2126.793103,2633.844828,4523,10796,3140.896552,0.804,0.534,-0.335,-0.359,1.005,7.894,1.27,1.598,0.427633333,0.387016667,1.412,5.248,0.257466667,0.731483333,0.3464,1.2055,NA,NA,NA,NA,NA,NA,NA,NA
7/18/2000,16.95631944,6/18/2000,5/19/2000,15.12618056,12.40805556,17.00750826,18.46222222,15.11569444,15.61256854,18.46222222,12.34402778,14.16952745,15.49369444,155,218,54,90,57,111,143.6,132.2666667,130.4,137.5166667,120.9333333,144.6333333,2.668763084,11.39466949,1.139831419,1.99209019,3962,910,10291,2232.034483,2524.724138,4523,10796,2817.413793,0.832,0.85,-0.649,-0.791,0.646,5.052,1.27,1.598,0.477,0.390116667,1.412,5.248,0.312166667,0.66145,0.303233333,1.010733333,NA,NA,NA,NA,NA,NA,NA,NA
7/19/2000,15.33166667,6/19/2000,5/20/2000,16.18006944,12.34577238,16.97922816,18.46222222,15.11569444,15.66317692,18.46222222,12.34402778,14.30174459,15.75967777,159,257,82,94,39,52,146.1666667,134.2666667,135.8333333,140.9333333,122.3666667,146.0333333,2.601599708,10.73939521,1.211902205,1.845539026,3947,926,10796,2336.206897,2406.637931,4523,10632,2477.068966,1.339,1.923,-0.113,-0.101,0.221,1.628,1.339,1.598,0.5254,0.40875,1.923,5.248,0.379633333,0.666366667,0.2921,0.9531,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2000,15.2875,6/20/2000,5/21/2000,16.45361111,12.34402778,16.94035779,18.46222222,15.11569444,15.71306628,18.46222222,12.38604167,14.44345436,16.14241389,159,217,61,26,23,20,149.4333333,136.5333333,142.2,144.2166667,123.6333333,146.2333333,2.738422456,4.904820365,1.279574819,1.712189481,3904,844,10632,2441.724138,2290.637931,4523,5146,2139.551724,1.987,4.002,0.371,0.272,0.014,0.082,1.987,1.987,0.579266667,0.441633333,4.002,5.248,0.503966667,0.7317,0.304,0.959433333,NA,NA,NA,NA,NA,NA,NA,NA
7/21/2000,15.61030068,6/21/2000,5/22/2000,16.41102776,12.38604167,16.91366689,18.46222222,15.11569444,15.76771473,18.46222222,12.94645833,14.58224699,16.47930277,151,207,94,54,27,51,151.3333333,138.6,147.3,146.8166667,125.8666667,146.3333333,0.650344633,4.904820365,1.278490581,1.641281552,2928,NA,3983,2457.933333,2272.448276,4523,5146,2073.714286,0.986,2.505,0.467,0.321,-0.299,-1.576,1.987,1.987,0.596566667,0.46305,4.002,5.248,0.576766667,0.799716667,0.329533333,1.022666667,NA,NA,NA,NA,NA,NA,NA,NA
7/22/2000,15.91083333,6/22/2000,5/23/2000,16.54118056,12.94645833,16.89265532,18.46222222,15.11569444,15.81795838,18.46222222,12.97138889,14.70620293,16.58316389,128,187,117,151,70,65,151.7,139.5666667,148.5,148.85,127.4333333,149.2,2.154325015,4.904820365,1.327539022,1.595439963,2978,794,NA,2530.733333,2284.40678,4523,5146,2029.586207,0.503,1.191,0.199,0.143,-0.455,-2.185,1.987,1.987,0.6067,0.479016667,4.002,5.248,0.6117,0.855983333,0.351333333,1.100266667,NA,NA,NA,NA,NA,NA,NA,NA
7/23/2000,16.4362266,6/23/2000,5/24/2000,16.810625,12.97138889,16.88017537,18.46222222,15.11569444,15.87668444,18.46222222,13.48923611,14.83859038,16.7994,75,138,115,122,73,148,150.3666667,139.6,149.0333333,148.6833333,128.8333333,148.3333333,27.49908733,0.385,2.227357966,1.972011079,3025,818,5146,2604.3,2248.457627,4523,4557,1880.344828,-0.215,-0.423,-0.063,-0.044,-0.208,-0.899,1.987,1.987,0.601633333,0.4789,4.002,5.248,0.599066667,0.863916667,0.356166667,1.128766667,NA,NA,NA,NA,NA,NA,NA,NA
7/24/2000,17.61756944,6/24/2000,5/25/2000,16.699375,13.73013889,16.91078185,18.46222222,15.11569444,15.9425731,18.46222222,13.48923611,14.94097783,17.20963889,141,181,70,41,226,276,152.7333333,138.1833333,153.7,147.1,123.6333333,140.5,0.69217034,4.232402821,2.237755238,1.977130584,2969,869,4557,2674.3,2221.542373,4523,4523,1753.172414,0.174,0.212,-0.328,-0.213,0.263,0.805,1.987,1.987,0.618366667,0.477416667,4.002,5.248,0.613233333,0.854033333,0.336466667,1.094833333,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2000,18.12159722,6/25/2000,5/26/2000,17.53479167,14.27013889,16.93034204,18.46222222,15.11569444,16.00785205,18.46222222,13.48923611,15.05355206,17.55401389,188,281,91,65,174,188,155.9666667,138.4166667,160.9,148.65,120.8666667,136.4,1.222606462,1.507443147,2.254381417,1.926967312,NA,914,4513,2735,2182.034483,4523,4523,1629.068966,0.694,0.605,-0.029,-0.016,1.598,5.248,1.987,1.987,0.642466667,0.46235,4.002,4.953,0.633933333,0.77665,0.282233333,0.919366667,NA,NA,NA,NA,NA,NA,NA,NA
7/26/2000,17.21506944,6/26/2000,5/27/2000,18.46222222,13.48923611,16.88877028,18.26305556,15.11569444,16.07100177,18.46222222,13.52590278,15.22503434,17.80865278,152,240,133,78,51,135,156.6,140.1,166.3,150.4,123.6,134.5,0.964877006,1.530426512,2.268450996,1.917924543,1618,952,1659,2757.965517,2181.327586,4523,4523,1604.689655,0.82,0.629,1.05,0.45,0.375,1.363,1.987,1.987,0.6348,0.469766667,4.002,4.953,0.6399,0.764416667,0.304733333,0.888933333,NA,NA,NA,NA,NA,NA,NA,NA
7/27/2000,16.821875,6/27/2000,5/28/2000,18.26305556,13.96685956,16.84073092,18.18694444,15.11569444,16.11939186,18.46222222,13.52590278,15.37317903,18.04971711,119,166,108,59,98,243,156.9666667,140.45,169.8666667,149.1166667,123.9333333,128.3666667,1.008885328,1.622009898,2.280922836,1.90923219,1630,863,1705,2784.413793,2180.034483,4523,4523,1575.655172,1.133,0.936,0.423,0.207,-0.312,-1.003,1.987,1.987,0.658466667,0.49385,4.002,4.953,0.6642,0.796733333,0.329233333,0.929266667,NA,NA,NA,NA,NA,NA,NA,NA
7/28/2000,16.95201389,6/28/2000,5/29/2000,18.08381944,13.67534722,16.80300407,18.18694444,15.11569444,16.17492858,18.46222222,13.52590278,15.52519532,18.17071711,126,165,122,71,219,414,157.1,138.9,173,144.9666667,120.7,116.9333333,0.637903621,1.235684503,2.288522306,1.892830418,1599,827,1661,2811.034483,2178.965517,4523,4523,1546.896552,1.097,0.725,0.178,0.085,0.692,2.029,1.987,1.987,0.6891,0.5006,4.002,4.953,0.685533333,0.775,0.3121,0.864466667,NA,NA,NA,NA,NA,NA,NA,NA
7/29/2000,16.51993056,6/29/2000,5/30/2000,17.90469668,NA,16.7568452,18.18694444,15.11569444,16.18067862,18.46222222,13.52590278,15.60451203,18.093606,175,152,137,112,272,428,158.3666667,137.2833333,174.3333333,140.3666667,116.2,106.4,1.013231831,1.038154784,2.308632717,1.889122874,1559,889,1700,2834.137931,2176.534483,4523,4523,1518.931034,1.039,0.697,0.181,0.076,1.157,3.355,1.987,1.987,0.7177,0.498633333,4.002,4.953,0.706233333,0.7307,0.279566667,0.755166667,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2000,15.81743056,6/30/2000,5/31/2000,18.13979167,14.25451389,16.67943317,18.18694444,15.11569444,16.20672723,18.46222222,13.52590278,15.73402129,18.04375878,124,130,150,216,159,227,157.5,136.7,171.4666667,138.75,115.9,106.0333333,1.44457917,1.350895699,2.342888158,1.895896614,1547,934,1749,2855.275862,2173.051724,4523,4523,1490.827586,0.819,0.577,0.58,0.662,0.378,1.133,1.987,1.987,0.725666667,0.505983333,4.002,4.953,0.7034,0.721433333,0.2863,0.739466667,NA,NA,NA,NA,NA,NA,NA,NA
7/31/2000,16.21534784,7/1/2000,6/1/2000,18.07666667,14.42,16.6173892,18.18694444,15.11569444,16.23664969,18.46222222,13.52590278,15.85591018,18.03420323,66,110,148,215,80,57,154.7666667,136.4666667,167.9666667,139.6333333,118.1666667,111.3,1.44457917,1.350895699,2.370687165,1.897458005,1483,2327,1659,2826.172414,2170.017241,4523,4523,1513.862069,0.215,0.159,0.704,0.646,-0.322,-0.87,1.987,1.987,0.709366667,0.514933333,4.002,4.953,0.687166667,0.738583333,0.3205,0.79,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2000,15.88027778,7/2/2000,6/2/2000,18.01381944,14.81305556,16.54627115,18.18694444,15.11569444,16.25443673,18.46222222,13.52590278,15.96260231,17.93893056,42,72,234,288,100,88,148.3666667,135.5,160.7666667,139.3666667,122.6333333,117.9666667,1.44457917,0.636589538,2.398486173,1.899019396,1465,2454,1738,2792.068966,2165.310345,4523,4523,1538.551724,-0.195,-0.056,1.171,1.066,0.095,0.238,1.987,1.987,0.663833333,0.5101,4.002,4.953,0.649766667,0.733683333,0.356366667,0.8176,NA,NA,NA,NA,NA,NA,NA,NA
8/2/2000,16.3525,7/3/2000,6/3/2000,18.03604167,15.48104167,16.49015309,18.18694444,15.11569444,16.26896103,18.46222222,13.52590278,16.04776897,17.71327778,76,52,263,299,105,104,142.1333333,135.0166667,152.5333333,138.5,127.9,124.4666667,0.799326475,0.697353472,2.394698691,1.901731678,1439,2498,1736,2755.551724,2160.189655,4523,4523,1564.827586,0.15,0.041,1.27,1.412,0.457,1.102,1.987,1.987,0.6265,0.504983333,4.002,4.953,0.604066667,0.716,0.383466667,0.827933333,NA,NA,NA,NA,NA,NA,NA,NA
8/3/2000,16.24,7/4/2000,6/4/2000,17.42833333,16.85444444,16.45054198,18.18694444,15.11569444,16.25872029,18.46222222,13.52590278,16.0668986,17.12108333,86,41,220,239,167,128,137.6666667,133.6666667,145.9333333,137.05,129.6666667,128.1666667,0.799326475,1.075329563,2.379839405,1.903431228,1439,2471,1752,2719.965517,2154.793103,4523,4523,1589.62069,0.064,0.021,1.039,0.743,0.707,1.798,1.987,1.987,0.594,0.494266667,4.002,4.953,0.58,0.686383333,0.394533333,0.792766667,NA,NA,NA,NA,NA,NA,NA,NA
8/4/2000,17.28298611,7/5/2000,6/5/2000,17.01152778,16.03260959,16.45959059,18.18694444,15.11569444,16.2795599,18.46222222,13.52590278,16.09952921,16.58980941,133,90,203,180,157,106,135.3333333,133.2666667,142.9333333,136.7833333,131.2,130.6333333,0.624109176,1.351773454,2.356745099,1.895910889,1439,2445,1708,2685.275862,2150.155172,4523,4523,1615.034483,0.423,0.151,0.539,0.409,0.806,2.265,1.987,1.987,0.590133333,0.487883333,4.002,4.953,0.5714,0.65115,0.385633333,0.7309,NA,NA,NA,NA,NA,NA,NA,NA
8/5/2000,17.82152778,7/6/2000,6/6/2000,15.11569444,15.64895833,16.54978504,18.18694444,15.2875,16.31576939,18.46222222,13.52590278,16.08175375,16.04580941,161,175,172,140,116,98,134.9666667,134.0166667,144.1,138.0666667,133.0666667,132.0333333,1.070673187,1.043765113,2.337634379,1.891225884,2711,4499,1955,2623.62069,2163.189655,4523,4523,1702.758621,1.065,0.805,0.455,0.313,0.387,1.296,1.987,1.987,0.610466667,0.499183333,4.002,4.953,0.5878,0.642966667,0.3879,0.698133333,NA,NA,NA,NA,NA,NA,NA,NA
8/6/2000,17.46736111,7/7/2000,6/7/2000,15.35744985,15.07112811,16.62011541,18.18694444,15.2875,16.35570661,18.46222222,13.52590278,16.0912978,15.6900733,165,220,181,115,170,98,134.4333333,133.9333333,147.6,140.1,133.4333333,132.6,0.850106816,2.771364866,2.308146395,1.887998246,2658,4523,1952,2559.310345,2175.362069,4518,4523,1791.413793,1.177,0.943,0.444,0.258,0.209,0.718,1.987,1.987,0.6349,0.515316667,4.002,4.953,0.610633333,0.646716667,0.395733333,0.6828,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2000,16.53923611,7/8/2000,6/8/2000,15.31604167,14.44180556,16.66088856,18.18694444,15.2875,16.39066378,18.46222222,13.52590278,16.12043901,15.43955941,130,156,167,143,246,252,133.2,132,148.0333333,138.5,130.8,128.9666667,1.291067198,1.149044417,2.251665748,1.863326618,2633,4518,1855,2494.310345,2188.775862,4493,4523,1883.241379,0.254,0.23,0.931,0.408,0.635,2.19,1.987,1.987,0.612333333,0.508966667,4.002,4.953,0.6047,0.61405,0.4056,0.6234,NA,NA,NA,NA,NA,NA,NA,NA
8/8/2000,15.95520833,7/9/2000,6/9/2000,15.64965278,14.33618056,16.67107375,18.18694444,15.2875,16.41764758,18.46222222,13.52590278,16.16422142,15.59423997,80,59,167,125,226,173,130.3,129.5666667,145.8333333,136.6,128.8333333,127.3666667,0.490656938,1.605380697,2.176833068,1.852353493,2633,4493,1840,2430.172414,2202.448276,4004,4523,1974.724138,-0.336,-0.242,0.676,0.338,1.287,4.953,1.987,1.987,0.5786,0.481916667,4.002,4.002,0.585366667,0.527466667,0.385233333,0.469566667,NA,NA,NA,NA,NA,NA,NA,NA
8/9/2000,16.71944444,7/10/2000,6/10/2000,15.75895833,14.03097222,16.70308995,18.18694444,15.2875,16.46245545,18.46222222,13.52590278,16.22182095,15.76048611,145,79,129,92,196,274,130.8333333,128.7166667,145.4,133.35,126.6,121.3,2.471127138,2.88425604,2.183121212,1.866782601,2685,3577,1893,2399.413793,2216.103448,4004,4523,2032.793103,1.011,0.511,0.049,0.025,1.054,3.627,1.987,1.987,0.610666667,0.4812,4.002,4.002,0.601566667,0.475533333,0.351733333,0.3495,NA,NA,NA,NA,NA,NA,NA,NA
8/10/2000,17.366875,7/11/2000,6/11/2000,15.88909722,13.52722222,16.75234921,18.18694444,15.2875,16.52644966,18.46222222,13.52590278,16.30055012,16.15884722,182,136,80,32,131,236,134.2333333,129.5666667,148.8666667,131.6833333,124.9,114.5,11.83793681,1.686230456,2.567721897,2.016010614,3002,2048,2567,2432.310345,2223.603448,4004,4523,2014.896552,1.296,0.757,-0.065,-0.029,0.62,2,1.987,1.987,0.656033333,0.492466667,4.002,4.002,0.627766667,0.454816667,0.3289,0.281866667,NA,NA,NA,NA,NA,NA,NA,NA
8/11/2000,17.01298611,7/12/2000,6/12/2000,16.18868056,13.52590278,16.77982606,18.18694444,15.2875,16.58456772,18.46222222,13.66652778,16.38930938,16.66630555,140,169,91,24,82,201,135.8666667,130.5333333,153.7,131.15,125.2,108.6,NA,NA,NA,NA,4429,2058,2642,2514.068966,2254.413793,4429,4523,1994.758621,0.876,0.637,0.014,0.003,0.714,2.01,1.987,1.987,0.684766667,0.495166667,4.002,4.002,0.6489,0.431933333,0.305566667,0.214966667,NA,NA,NA,NA,NA,NA,NA,NA
8/12/2000,16.73909722,7/13/2000,6/13/2000,17.30784722,14.04166262,16.76086773,18.18694444,15.2875,16.62952496,18.46222222,13.66652778,16.4981822,17.01420634,102,180,120,82,44,73,135.2666667,131.5,156.9666667,132.9333333,127.7333333,108.9,3.99776988,12.67547088,2.667766278,2.054536271,4537,2027,2788,2600.62069,2284.568966,4537,4537,1968.517241,0.171,0.127,0.373,0.05,0.121,0.302,1.987,1.987,0.678033333,0.496,4.002,4.002,0.651466667,0.429016667,0.313966667,0.206566667,NA,NA,NA,NA,NA,NA,NA,NA
8/13/2000,16.60208333,7/14/2000,6/14/2000,18.18694444,13.66652778,16.70803902,18.12159722,15.2875,16.67845089,18.46222222,13.81006944,16.64886275,17.36531745,87,179,164,145,35,8,132.7,132.3666667,158.1,135.7833333,132.0333333,113.4666667,2.686924847,1.365047321,2.723738081,2.039608992,4584,1957,2650,2691.206897,2317.913793,4584,4584,1944.62069,0.382,0.167,0.809,0.091,-0.043,-0.05,1.987,1.987,0.6638,0.503083333,4.002,4.002,0.654,0.432633333,0.342366667,0.211266667,NA,NA,NA,NA,NA,NA,NA,NA
8/14/2000,16.64347222,7/15/2000,6/15/2000,17.49846227,13.81006944,16.67953936,18.12159722,15.2875,16.72567427,18.46222222,14.6275,16.77180918,17.58853968,73,170,181,174,143,50,129.1,131.2,157.9666667,137.7833333,133.3,117.6,1.947649659,0.568287522,2.725716095,1.860811972,4642,1937,2444,2784.482759,2355.810345,4642,4642,1927.137931,0.045,0.017,0.747,0.143,0.031,0.039,1.987,1.987,0.6404,0.503316667,4.002,4.002,0.6498,0.432266667,0.366233333,0.214733333,NA,NA,NA,NA,NA,NA,NA,NA
